movie_id,title,tags,cluster_label
8914,Deep Blue Sea,"on a remot former submarin refuel facil call aquatica, a team of scientist are search for a cure for alzheimer' disease. dr. susan mcalest genet engin three mako sharks, intend to increa their brain capac so that they can harvest the tissu as a cure for alzheimer's. unfortunately, the increa brain capac also make the shark smarter, faster, and more dangerous. aquatica' financ backer are skeptic and nervou about the tests, and send a corpor execut to visit the facility. deep blue sea action sciencefict thriller sharkattack shark alzheimer'sdisea killershark noopeningcredit villag roadshow pictur warner bros. riche-ludwig product groucho iii film partnership thomasjan saffronburrow llcoolj michaelrapaport samuell.jackson stellanskarsgård jacquelinemckenzi aidaturturro cristo danielrey valenterodriguez brentroam eyalpodel erinnbartlett danthiel sabrinageerinckx tajshathoma frankwelk akivagoldsman rennyharlin tonyludwig alanrich donmacbain",17
13576,This Is It,"a compil of interviews, rehear and backstag footag of michael jackson as he prepar for hi seri of sold-out show in london. thi is it music documentari popstar music concert aftercreditsst duringcreditsst columbia pictur michaeljackson orianthi kennyortega dorianholley patrickwoodroff bashirijohnson mopleasur jonathanmoffett tommyorgan jasminealveran kennyortega",338
39538,Contagion,"as an epidem of a lethal airborn viru - that kill within day - rapidli grows, the worldwid medic commun race to find a cure and control the panic that spread faster than the viru itself. contagion drama thriller sciencefict savingtheworld mutat infect terminalil quarantin outbreak medic vaccin lethalviru scientist epidem doubl featur film regenc enterpri warner bros. particip media imagen abu dhabi fz mattdamon gwynethpaltrow katewinslet judelaw marioncotillard laurencefishburn bryancranston sanaalathan jenniferehl dariastrok annajacoby-heron enricocolantoni demetrimartin rickueck nathangeist jamienewel elliottgould griffinkan stevensoderbergh michaelshamberg staceysh gregoryjacob",35
10628,Kangaroo Jack,"two childhood friends, a new york hairstylist and a wanna-b musician, get mixed-up with the mob and are forc to deliv $50,000 to australia, but thing go all wrong when the money is lost to a wild kangaroo. kangaroo jack comedi adventur crime moneydeliveri fool australia hoodlum kangaroo castl rock entertain jerri bruckheim film warner bros. jerryo'connel anthonyanderson estellawarren christopherwalken michaelshannon martoncsoka dyancannon jerrybruckheim davidmcn",295
14836,Coraline,"when coralin move to an old house, she feel bore and neglect by her parents. she find a hidden door with a brick up passage. dure the night, she cross the passag and find a parallel world where everybodi ha button instead of eyes, with care parent and all her dream come true. when the other mother invit coralin to stay in her world forever, the girl refu and find that the altern realiti where she is trap is onli a trick to lure her. coralin anim famili dream eye stuffedanim parallelworld button newhom secretdoor aftercreditsst duringcreditsst focu featur laika entertain dakotafan terihatch jennifersaund dawnfrench keithdavid johnhodgman robertbaileyjr. ianmcshan harrylinden henryselick billmechan clairejen marysandel",160
8645,The Happening,"when a deadli airborn viru threaten to wipe out the northeastern unit states, teacher elliott moor (mark wahlberg) and hi wife (zooey deschanel) flee from contamin citi into the countrysid in a fight to discov the truth. is it terrorism, the accid relea of some toxic militari bio weapon -- or someth even more sinister? john leguizamo and betti buckley co-star in thi thriller from writer-director m. night shyamalan. the happen thriller sciencefict tree naturaldisast crisi park strangebehavior spyglass entertain twentieth centuri fox film corpor dune entertain utv motion pictur blind edg pictur markwahlberg zooeydeschanel johnleguizamo spencerbreslin bettybuckley ashlynsanchez robertbaileyjr. frankcollison jeremystrong alanruck victoriaclark m.nightshyamalan alisonfolland kristenconnolli cornellwomack robertolombardi briananthonywilson kerryo'malley tracilaw williamjameskelli artlyl marahobel sammerc barrymendel m.nightshyamalan johnrusk devenkhot josel.rodriguez",125
9509,Man on Fire,"jade ex-cia oper john creasi reluctantli accept a job as the bodyguard for a 10-year-old girl in mexico city. they clash at first, but eventu bond, and when she' kidnap he' consum by furi and will stop at noth to save her life. man on fire action drama thriller crime mexico cia kidnap diari bibl bodyguard stuffedanim cellphon alcohol grenadelaunch bloodsh swimmeet regenc enterpri fox 2000 pictur epsilon motion pictur scott free product new regenc pictur denzelwashington dakotafan marcanthoni radhamitchel christopherwalken giancarlogiannini rachelticotin jesúsochoa mickeyrourk angelinapeláez gustavosánchezparra charlesparaventi arnonmilchan tonyscott lucasfost",333
10067,The Shaggy Dog,the tale of a workahol dad-turned-dog who find that be man' best friend show him the most import job - be a great dad. the shaggi dog comedi famili fathersonrelationship parentskidsrelationship workahol wifehusbandrelationship transform bodyexchang daughter lawyer dog famili turnsintoanim walt disney pictur mandevil film box cat film timallen kristindavi dannyglov spencerbreslin robertdowneyjr. zenagrey joshualeonard janecurtin annabellegurwitch jarradpaul besswohl philipbakerh shawnpyfrom joeldavidmoor kevincooney craigkilborn jeanettebrox rheaseehorn kojikataoka caseysand markrobertelli timallen davidhoberman brianrobbin,395
9384,Starsky & Hutch,"join uptight david starski and laid-back ken ""hutch"" hutchinson as they'r pair for the first time as undercov cops. the new partner must overcom their differ to solv an import case with help from street inform huggi bear and persua crimin ree feldman. starski & hutch comedi crime inform jumpingfromarooftop surveillancefootag weed road pictur warner bros. dimen film red hour film ar-tl benstil owenwilson snoopdogg fredwilliamson vincevaughn juliettelewi jasonbateman carmenelectra willferrel amysmart branderoderick mollysim saraswain georgecheung chrispenn mattwalsh g.t.holm jeffreylorenzo harmarsuperstar pattonoswalt brigetteromanek paulmichaelgla davidsoul danfinnerti jernardburk omarj.dorsey pramodkumar rodtat richardedson raymondma terrycrew richienathanson davidpressman scottl.schwartz judahfriedland akerinsuksawatpremwattana ambermead darlenatejeiro harryo'reilli tangieambro deloresgilbeaux kimberlybrickland minnielagrima rachaelharri davidburton larrychang tonsuckhasem henryt.yamada charlesedwardtownsend nancyanderson jasonyribar tycediorio katiepantenburg timothyanderson kimberlywyatt kristynabbadini kevinalexanderstea adrianarma gabrielpaig tarawilson brittanyperry-russel taneemcc nadineelli chadazadan jasonbeitel brandonhenschel markmeism mattsergott lisajoannthompson christianvinc nataliewil staceyharp gelseyweiss tashata beccasweitz jenniferhamilton vanessatarazona janinagarraway kadeesweeney melanielewi meganstephen michonsuyama tomasinaparrott kathleenlagu akivagoldsman stuartcornfeld tonyludwig alanrich toddphillip williamblinn",295
9279,Jingle All the Way,"meet howard langston, a salesman for a mattress compani is constantli busi at hi job, and he also constantli disappoint hi son, after he miss hi son' karat exposition, hi son tell howard that he want for christma is an action figur of hi son' televi hero, he tri hard to to make it up to him. unfortun for howard, it is christma eve, and everi store is sold out of turbo man, now howard must travel all over town and compet with everybodi el to find a turbo man action figure. jingl all the way famili comedi holiday christmasparti santaclau toy puppet christma turboman navidad twentieth centuri fox film corpor 1492 pictur arnoldschwarzenegg philhartman sinbad ritawilson jakelloyd martinmul larainenewman jimbelushi e.j.delapena robertconrad justinchapman harveykorman richardmol danielriordan chrisparnel patrickrichwood katemcgregor-stewart dannywoodburn paulwight curtisarmstrong chriscolumbu markradcliff brianlev michaelbarnathan richardvan",259
1487,Hellboy,"in the final day of world war ii, the nazi attempt to use black magic to aid their die cause. the alli raid the camp where the ceremoni is take place, but not befor a demon - hellboy - ha alreadi been conjured. join the alli forces, hellboy eventu grow to adulthood, serv the cau of good rather than evil. hellboy fantasi action sciencefict blackmag fistfight cover-up superhero paranormalphenomena narrationfromgrav demon occult combatphotographi reanimatedcorp duringcreditsst revolut studio dark hor entertain lawrenc gordon product starlit film ronperlman selmablair rupertevan johnhurt jeffreytambor karelroden briansteel ladislavberan biddyhodson coreyjohnson briancasp jamesbabson dougjon ellensavaria kevintrainor stephenfish garthcoop angusmacinn jimhowick rorycopu santiagosegura lawrencegordon lloydlevin guillermodeltoro mikerichardson",326
9422,A Civil Action,"jan schlickmann is a cynic lawyer who goe out to ""get rid of"" a case, onli to find out it is potenti worth millions. the case becom hi obsession, to the extent that he is will to give up everyth - includ hi career and hi clients' goals, in order to continu the case against all odds. a civil action drama success advanc rightandjust leukemia lawyer businessstart-up paramount pictur wildwood enterpri touchston pictur johntravolta robertduv tonyshalhoub williamh.maci zeljkoivanek brucenorri johnlithgow kathleenquinlan peterjacobson marymara jamesgandolfini stephenfri danhedaya davidthornton sydneypollack nedeisenberg danielvonbargen brianturk robmcelhenney stevenzaillian scottrudin robertredford rachelpfeff",123
77174,ParaNorman,"in the town of blith hollow, norman babcock is a boy who can speak to the dead, but no one besid hi eccentr new friend, neil, believ hi abil is real. one day, norman' estrang eccentr uncl tell him of an import annual ritual he must take up to protect the town from an cur cast by a witch it condemn centuri ago. eventually, norman decid to cooperate, but thing don't go accord to plan. now, a magic storm of the witch threaten blith hollow as the accur dead rise. togeth with unexpect new companions, norman struggl to save hi town, onli to discov the horrif truth of the curse. with that insight, norman must resolv the crisi for good as onli he can. paranorman famili anim adventur comedi medium stopmot cur jock ghost communicatingwiththedead aftercreditsst dealingwiththepast witchtrial childwitch empathi strang focu featur laika entertain kodismit-mcph tuckeralbrizzi jodelleferland annakendrick caseyaffleck lesliemann jeffgarlin christophermintz-plass johngoodman elainestritch bernardhil alexborstein tempesttbledso jeremyshada scottmenvil hannahnoy arielwint alicialagano denisefay camclark laracodi samfel chrisbutl travisknight ariannesutn",354
4824,The Jackal,"hire by a power member of the russian mafia to aveng an fbi sting that left hi brother dead, the perfectionist jackal prove an elu target for the men charg with the task of bring him down: a deputi fbi boss and a former ira terrorist. the jackal action thriller adventur crime fbi coldwar hitman univ pictur toho-towa mutual film compani marubeni tele münchen fernseh produktionsgesellschaft (tmg) alphavil film british broadcast corpor (bbc) ugc ph mel' cite du cinema brucewilli richardg sidneypo dianevenora j.k.simmon jackblack sophieokonedo ravilisyanov maggiecastl karenkirschenbau danieldaekim jimgrimshaw sergehoud mathildamay richardlineback johncunningham tessharp lesliephillip stephenspinella davidhayman stevebassett yuristepanov waltmacpherson terrencecurri michaelcaton-jon lauraviederman petersullivan richardcubison gregoryportermil bobkingdom murphyguy philiplemaistr jamesmccauley terryloughlin victorsobchak sergechristianssen borisboscov ewanbailey danettealberico debragano johnharringtonbland pamelapo jonathanari eddiebosmithjr. larryk danziski gaylejessup billcollin davidgenegibb jamesm.helkey kevinjarr seandaniel jamesjack michaelcaton-jon",306
9620,Paycheck,"michael jen is a geniu who' hire – and paid handsom – by high-tech firm to work on highli sensit projects, after which hi short-term memori is era so he' incap of breach security. but at the end of a three-year job, he' told he isn't get a paycheck and instead receiv a mysteri envelope. in it are clue he must piec togeth to find out whi he wasn't paid – and whi he' now in hot water. paycheck action adventur mysteri sciencefict thriller propheci engin scientist millionair paramount pictur dreamwork skg davi entertain lion rock product provinc of british columbia film incent bc solomon/hackett product benaffleck aaroneckhart umathurman paulgiamatti colmfeor joemorton michaelc.h peterfriedman kathrynmorri ivanamiličević christopherkennedi fulviocec johncassini callumkeithrenni michelleharrison emilyholm claudettemink kendallcross catherineloughhaggquist kristaallen ryanzwick deejayjackson sergehoud calvinfinlayson darrylscheelar markbrandon rogerhaskett stevewright craighosk barclayhop petershinkoda davidlewi robertclark andreasiradz isabelleroland petercaton ryanrobbin benitaha chelahhorsd craigmarch jasoncald mikegodenir bradkelli brentconnolli michelleanderson loriberlanga johndavi johnwoo terencechang michaelhackett",420
9302,Up Close & Personal,"talli atwat ha a dream: to be a prime-tim network newscaster. she pursu thi dream with noth but ambition, raw talent and a homemad demo tape. warren justic is a brilliant, hard edged, veteran newsman. he see talli ha talent and becom her mentor. tally’ career take a meteor rise and she and warren fall in love. the romanc that result is as inten and reveal as televi news itself. yet, each break story, everi videotap crisi that bring them together, also threaten to drive them apart... up close & person drama romanc miami televi career vitaminb report cinergi pictur entertain touchston pictur robertredford michellepfeiff stockardchan joemantegna katenelligan glennplumm jamesrebhorn scottbryc raymondcruz dedeepfeiff michaellaskin loriellenew johnforeman jonavnet",254
10199,The Tale of Despereaux,"onc upon a time... in the far away kingdom of dor... live a brave and virtuou mou with comic over ear who dreamt of becom a knight. banish from hi home for have such lofti ambitions, despereaux set off on an amaz adventur with hi good-heart rat friend roscuro, who lead him, at long last, on a veri nobl quest to rescu an endang princess and save an entir kingdom from darkness. the tale of despereaux adventur anim famili loyalti totalitarianregim mou forgiv honor unlikelyfriendship courag chivalri animallead larger than life product matthewbroderick dustinhoffman emmawatson traceyullman kevinklin sigourneyweav williamh.maci stanleytucci ciaránhind robbiecoltran tonyh francesconroy franklangella richardjenkin christopherlloyd charlesshaughnessi patriciacullen mcnallysag garyross allisonthoma robertstevenhagen samfel",354
10771,The Tuxedo,"cabbie-turned-chauffeur jimmi tong learn there is realli onli one rule when you work for playboy millionair clark devlin : never touch devlin' prize tuxedo. but when devlin is temporarili put out of commiss in an explo accident, jimmi put on the tux and soon discov that thi extraordinari suit may be more black belt than black tie. pair with a partner as inexperienc as he is, jimmi becom an unwit secret agent. the tuxedo thriller action comedi sciencefict bomb intellig chauffeur wound secretag headinjuri dreamwork skg parkes+macdonald imag nation blue train product jackiechan jenniferlovehewitt jasonisaac debimazar ritchiecost peterstormar miacottet romanymalco danielkash jodyracicot jodyracicot scottwickwar christianpotenza karenglav scottyaph johnh.william adamschro kevindonovan",369
3512,Under Siege 2: Dark Territory,"a passeng train ha been hijack by an electron expert and turn into an untrac command center for a weapon satellite. he ha plan to blow up washington dc and onli one man can stop him, former navi seal casey ryback. under sieg 2: dark territori action thriller terrorist pentagon satellit navi train regenc enterpri warner bros. seagal/nasso product victor compani of japan (jvc) cut edg film stevenseag ericbogosian everettmcgil katherineheigl morrischestnut petergreen patrickkilpatrick scottsow afifialaoui andyromano brendabakk sandrataylor arnonmilchan steveperri geoffmurphi",336
137094,Jack Ryan: Shadow Recruit,"jack ryan, as a young covert cia analyst, uncov a russian plot to crash the u.s. economi with a terrorist attack. jack ryan: shadow recruit action drama thriller londonengland corrupt cia terrorist sniper explo intellig russia murder conspiraci surveil agent jackryan u.s.marin rehab analyst paramount pictur di bonaventura pictur mace neufeld product skydanc product etalon film buckaroo entertain chrispin keiraknightley kevincostn kennethbranagh lennkudrjawizki alecutgoff peterandersson elenavelikanova nonsoanozi colmfeor gemmachan deborahrosan aleksandaraleksiev pricelindsey celinejedidi rickyrajp karendavid davidpaym davidhayman amyj.kim bogdankominowski maggiedaniel annikaperga sethayott andrewbyron dereklea andybutch patkiernan ianbonar maceneufeld lorenzodibonaventura kennethbranagh davidbarron markvahradian alexanderdost davidreadi",3
274479,Joy,a stori base on the life of a struggl long island singl mom who becam one of the country' most success entrepreneurs. joy drama comedi factori inventor strongwoman biographi basedontruestori stolenpat fox 2000 pictur davi entertain annapurna pictur tsg entertain jenniferlawr bradleycoop robertdeniro daschapolanco edgarramírez elisabethröhm virginiamadsen isabellarossellini dianeladd jimmyjean-loui drenadeniro madisonwolf johnenosiii donnamil alliemarsh kristenann chauntyspillan isabellacrovetti susanlucci laurawright melissariv lexieroth mauricebenard kenhoward raydelapaz marianneleonecoop emilynuñez aundreagadsbi giagadsbi tomaselizondo zekeelizondo alexandercook luisamariabadaracco lorimccoy-bel johnniemcquarley garyzahako mateogómez jimfrangion ericamcdermott melissamcmeekin carlaantonino mariannebayard fioreleo stevendemarco damiendipaola patsymeck jeremiahkissel daleplac bateswild paulherman christyscottcashman colleencamp patrickpitu michaeldemello kencheeseman johnnyleedavenport barryprimu jasminebrookewhit elianaadi billthorp jamellwashington pedrosabino calidorerobinson naheemgarcia susangaribotto stephanieeaton arianadefusco johndavi jonathangordon davido.russel kenmok meganellison,101
267860,London Has Fallen,"in london for the prime minister' funeral, mike ban discov a plot to assassin all the attend world leaders. london ha fallen action crime thriller londonengland terrorist terroristattack millennium film lhf film gerard butler alan siegel entertain nu boyana film studio gerardbutl aaroneckhart morganfreeman angelabassett melissaleo robertforst shivanighai seano'bryan radhamitchel jackieearlehaley charlotteriley mehdidehbi colinsalmon alonaboutboul jorgeleonmartinez waleedzuait adelbencherif michaelwildman pennydowni patrickkennedi deborahgr andrewpleavin nigelwhitmey juliamontgomerybrown elsamollien philipdel nikeshpatel nancybaldwin terencebeesley gerardbutl lesweldon johnthompson markgil babaknajafi alansiegel matthewo'tool",87
8078,Alien: Resurrection,"two hundr year after lt. ripley died, a group of scientist clone her, hope to breed the ultim weapon. but the new ripley is full of surpri … as are the new aliens. ripley must team with a band of smuggler to keep the creatur from reach earth. alien: resurrect sciencefict horror action android mercenari dystopia sequel alien betray impal clone scientist flamethrow disembowel smuggler genemanipul maninwheelchair breed geneticengin regen xenomorph alienqueen explosivedecompress swimmingunderwat twentieth centuri fox film corpor brandywin product sigourneyweav winonaryd braddourif ronperlman michaelwincott garydourdan danhedaya dominiquepinon lelandor raymondcruz j.e.freeman davidst.jam marlenebush carolyncampbel kimflow raymondcruz nicolefellow tomwoodruffjr. roddam danielraymont crisd'annunzio robertfaltisco ricobueno alexlorr nitolarioza stevengilborn davidgil walterhil jean-pierrejeunet sigourneyweav gordoncarrol billbadalato",135
7485,Shooter,"a marksman live in exil is coax back into action after learn of a plot to kill the president. ultim double-cross and frame for the attempt, he goe on the run to track the real killer and find out who exactli set him up, and why. shooter action drama mysteri thriller crime corrupt sniper senat conspiracyofmurd childless rifl sniperrifl fbiagent paramount pictur di bonaventura pictur grosvenor park impact product markwahlberg michaelpeña dannyglov katemara eliaskotea rhonamitra jonathanwalk louisferreira tatedonovan radeserbedzija alanc.peterson nedbeatti lanegarrison zaksantiago michael-annconnor robertolombardi lorenzodibonaventura jonathanlemkin antoinefuqua",223
170687,The Boxtrolls,"an orphan boy rai by underground creatur call boxtrol come up from the sewer and out of hi box to save hi famili and the town from the evil exterminator, archibald snatcher. the boxtrol anim comedi famili fantasi basedonnovel stopmot fatherdaughterrelationship unlikelyfriendship duringcreditsst laika entertain benkingsley isaachempstead-wright ellefan deebradleybak tonicollett jaredharri nickfrost richardayoad tracymorgan simonpegg nikafutterman patfraley fredtatascior maxmitchel mauricelamarch jamesurbaniak briangeorg loritritel anthonystacchi travisknight grahamann davidbleimanichioka",354
6435,Practical Magic,"salli and gillian owens, born into a magic family, have mostli avoid witchcraft themselves. but when gillian' viciou boyfriend, jimmi angelov, die unexpectedly, the owen sister give themselv a crash cour in hard magic. with policeman gari hallet grow suspicious, the girl struggl to resurrect angelov -- and unwittingli inject hi corp with an evil spirit that threaten to end their famili line. practic magic drama fantasi comedi witch magic sorceri love cur familycur villag roadshow pictur dinovi pictur forti film warner bros. stargat studio sandrabullock nicolekidman evanrachelwood goranvisnj stockardchan diannewiest aidanquinn alexandraartrip capricebenedetti camillabel chloewebb denisedinovi griffindunn",89
137106,The Lego Movie,"an ordinari lego mini-figure, mistakenli thought to be the extraordinari masterbuilder, is recruit to join a quest to stop an evil lego tyrant from glu the univ together. the lego movi adventur anim comedi famili fantasi fathersonrelationship creativ friendship partliveact toy basedontoy fallinginlov superpow duringcreditsst differentworld lego batman villag roadshow pictur dc comic vertigo entertain lin pictur warner bros. anim lego warner bros. anim logic warner anim group ratpac-dun entertain chrispratt willferrel elizabethbank willarnett nickofferman alisonbri charlieday liamneeson morganfreeman channingtatum jonahhil cobiesmuld jadonsand anthonydaniel billydeewilliam keithferguson shaquilleo'n willfort davefranco jakejohnson keegan-michaelkey chrismckay jormataccon christophermil craigberri davidburrow amandafarino toddhansen kellylafferti grahammil dougnichola chrispaluszek chrisromano melissasturm leikiveskimet royl danlin phillord christophermil",216
10040,Miss Congeniality 2: Armed and Fabulous,"after her triumph at the miss unit state pageant, fbi agent graci hart becom an overnight sensat -- and the new ""face of the fbi."" but it' time to spring into action again when the pageant' winner, cheryl, and emcee, stan, are abducted. miss congeni 2: arm and fabul action comedi ransom pressconf ship missamerica fbiagent villag roadshow pictur castl rock entertain forti film sandrabullock reginak enriquemurciano williamshatn eileenbrennan erniehudson elisabethröhm nickofferman abrahambenrubi treatwilliam heatherburn diedrichbad octaviaspenc lesliegrossman sandrabullock marclawr johnpasquin marymclaglen",76
6278,Reign of Fire,"in post-apocalypt england, an american volunt and a british survivor team up to fight off a brood of fire-breath dragon seek to return to global domin after centuri of rest underground. the brit -- lead a clan of survivor to hunt down the king of the dragon -- ha much at stake: hi mother wa kill by a dragon, but hi love is still alive. reign of fire adventur action fantasi dragon evolut firechief animatedmap theatreaudi dragonslay tunnelconstruct firerepel drill iodin the zanuck compani spyglass entertain world 2000 entertain touchston pictur tripod entertain christianb matthewmcconaughey izabellascorupco gerardbutl alexandersiddig scottmoutt davidkennedi neddennehi rorykeenan terencemaynard dougcockl randallcarlton chriskelli benthornton alicekrig richardd.zanuck rogerbirnbaum garybarb lilifinizanuck robbowman greggshabot",401
82682,Gangster Squad,"lo angeles, 1949. ruthless, brooklyn-born mob king mickey cohen run the show in thi town, reap the ill-gotten gain from the drugs, the guns, the prostitut and — if he ha hi way — everi wire bet place west of chicago. and he doe it all with the protect of not onli hi own paid goons, but also the polic and the politician who are under hi control. it’ enough to intimid even the bravest, street-harden cop… except, perhaps, for the small, secret crew of lapd outsid led by sgt. john o’mara and jerri wooter who come togeth to tri to tear cohen’ world apart. gangster squad crime drama action thriller losangel gangster villag roadshow pictur lin pictur warner bros. langley park product joshbrolin ryangosl nicknolt emmaston seanpenn giovanniribisi joshpenc frankgrillo anthonymacki robertpatrick michaelpeña mireilleeno sullivanstapleton holtmccallani wadewilliam jameslandryhébert ambyrchild mickbetancourt macbrandt brandonmol michaelpapajohn jeffwolf anthonymolinari austinhighsmith neilkoppel jackmcg evanjon jamescarpinello troygar austinabram johnaylward denniscockrum jackconley yvettetuck derekmear jonnycoyn evaladar rielpaley jonpolito christopherdoyl michaeltadross kevinmccormick danlin rubenfleisch willbeal jonsilk",316
17610,Year One,"when a coupl of lazi hunter-gath are banish from their primit village, they set off on an epic journey through the ancient world. year one comedi adventur templ slaveri stoneag circumci hebrew cavemen prehistoricadventur duringcreditsst prehistorictim prehistoricman columbia pictur ocean pictur apatow product jackblack michaelcera oliviawild oliverplatt davidcross christophermintz-plass vinniejon hankazaria junotempl junedianeraphael xanderberkeley giacarid kylegass paulrudd edenriegel haroldrami rhodagriffi horatiosanz davidpasquesi matthewwillig gabrielsunday billhad marshallmanesh paulscheer haroldrami claytontownsend juddapatow nicholasweinstock laurela.ward andrewepstein",30
22954,Invictus,"newli elect presid nelson mandela know hi nation remain racial and econom divid in the wake of apartheid. believ he can bring hi peopl togeth through the univ languag of sport, mandela ralli south africa' rugbi team as they make their histor run to the 1995 rugbi world cup championship match. invictu drama histori stadium southafrica apartheid nelsonmandela sport nation rugbi presid racism poverti celebr duringcreditsst spyglass entertain malpaso product revel entertain mace neufeld product warner bros. liberti pictur (ii) morganfreeman mattdamon tonykgorog patrickmofokeng mattstern julianlewisjon adjoaandoh margueritewheatley leletikhumalo patricklyst scotteastwood langleykirkwood bonniehenna dannykeogh robinsmith danrobbert susandanford heniebosman pennydowni louisminnaar davidduka grantswanbi roberthobb vuyodabula danielhadeb jakkiegroenewald albertmaritz sellomotloung merenreddi lidabotha sylviamngxekeza bartfouch johnnycicco ashleytaylor nambithampumlwana andréjacob markrickard grantrobert bjornsteinbach sivuyilengesi mikefalkow steliosav seancameronmichael patrickjohnwalton matthewdylanrobert michaelledwidg clinteastwood maceneufeld robertlorenz lorimccreari",205
16995,State of Play,"handsome, unflapp u.s. congressman stephen collin is the futur of hi polit party: an honor appoint who serv as the chairman of a committ overs defen spending. all eye are upon the rise star to be hi party' contend for the upcom presidenti race. until hi research assistant/mistress is brutal murder and buri secret come tumbl out. state of play action corrupt assassin detect journalist assassin newspap congress editor-in-chief conspiracyofmurd polit electioncampaign govern murder thriller blog report univ pictur studiocan andel entertain rel media work titl film russellcrow benaffleck rachelmcadam robinwright jasonbateman jeffdaniel helenmirren harrylennix joshmostel wendymakkena michaeljac brennanbrown michaelberress michaelweston barryshabakahenley violadavi davidharbour greggbinkley sarahlord katymixon davide.goodman cornellwomack timbevan ericfelln kevinmacdonald andrewhauptman kwamepark erichay",262
16558,Duplicity,two romantically-engag corpor spi team up to manipul a corpor race to corner the market on a medic innov that will reap huge profit and enabl them to lead an extravag lifestyl together. duplic romanc comedi crime spi univ pictur laura bickford product rel media medienprodukt poseidon filmgesellschaft cliveowen juliarobert paulgiamatti tomwilkinson lisarobertsgillan deniso'har kathleenchalf carriepreston dandaili davidshumbri rickworthi olegshtefanko khanbayk tommccarthi wayneduv fabriziobrienza luciagrillo conanmccarti kirbymitchel christopherdenham christophermann sethkirschn karlburi happyanderson jamescronin estherpringl maryanneprevost annabelseymour ulrichthomsen helenelswit brandonslagl michelemelega noel jenniferfox tonygilroy laurabickford kerryor,274
9849,My Favorite Martian,"news producer, tim o'hara get himself fire for unwillingli compromi hi bosses' daughter dure a live transmission. a littl later, he wit the crash of a small martian spacecraft, realiz hi one-tim chanc of deliv a stori that will rock the earth. sinc tim took the origin but scaled-down spaceship with him, the martian follow him to retriev it. my favorit martian comedi drama famili sciencefict alien martian basedontvseri fishoutofwat walt disney pictur jeffdaniel elizabethhurley darylhannah christopherlloyd wallaceshawn christineebersol michaellern t.k.carter donaldpetri jerryleid",98
5820,The Sentinel,a secret servic agent is frame as the mole in an assassin attempt on the president. he must clear hi name and foil anoth assassin attempt while on the run from a relentless fbi agent. the sentinel action thriller crime usapresid agent twentieth centuri fox film corpor dune entertain major studio partner regenc enterpri epsilon motion pictur new regenc pictur sentinel product furthur film michaeldougla kiefersutherland evalongoria martindonovan kimbas ritchiecost blairbrown davidrasch kristinlehman raynorschein chuckshamata paulcalderon clarkjohnson raoulbhaneja yannamcintosh arnonmilchan michaeldougla clarkjohnson marcydrogin,125
16866,Planet 51,"when earth astronaut capt. chuck baker arriv on planet 51 -- a world reminisc of american suburbia circa 1950 -- he tri to avoid capture, recov hi spaceship and make it home safely, all with the help of an empathet littl green being. planet 51 sciencefict anim famili comedi adventur flyingsauc alienlife-form spaceship alien alienplanet planet duringcreditsst tristar pictur ilion anim studio hand made film dwaynejohnson seannwilliamscott jessicabiel justinlong garyoldman johncle freddiebenedict alanmarriott mathewhorn jamescorden lewismacleod rupertdega rebeccafront vincentmarzello emmat peteatkin laurencebouvard brianbowl joestillman guycollin jorgeblanco ignaciopérezdolset javierabad marcosmartínez",366
201,Star Trek: Nemesis,"en rout to the honeymoon of william riker to deanna troi on her home planet of betazed, captain jean-luc picard and the crew of the u.s.s. enterpri receiv word from starfleet that a coup ha result in the instal of a new romulan polit leader, shinzon, who claim to seek peac with the human-back unit feder of planets. onc in enemi territory, the captain and hi crew make a startl discovery: shinzon is human, a slave from the romulan sister planet of remus, and ha a secret, shock relationship to picard himself. star trek: nemesi sciencefict action adventur thriller clone assassin ambush feder starfleet enterprise- romulu android senat selfsacrif telepathi weapon romulan spaceopera paramount pictur patrickstewart jonathanfrak brentspin levarburton michaeldorn gatesmcfadden marinasirti tomhardi ronperlman shannoncochran dinamey katemulgrew wilwheaton whoopigoldberg stuartbaird aland bryans davidralph rickberman peterlauritson stuartbaird",82
11775,Intolerable Cruelty,a revenge-seek gold digger marri a woman beverli hill lawyer with the intent of make a kill in the divorce. intol cruelti crime comedi romanc california assassin infidel fetish hitman tycoon court satir lawyer inherit divorc imagin entertain univ pictur mike zoss product alphavil product georgeclooney catherinezeta-jon edwardherrmann geoffreyrush richardjenkin billybobthornton staceytravi cedrictheentertain pauladelstein juliaduffi jonathanhadari tomaldredg jackkyl irwinkey judithdrak georgeiv kristindattilo wendlejoseph miacottet marypatgleason boothcolman kierstenwarren roseybrown kensago dalee.turn julieosburn douglasfish isabello'connor marygilli blakeclark allantrautman kateluyben kitanabak camilleanderson tamiesheffield bridgetmarquardt emmaharrison johnbliss seanfenton patrickthomaso'brien colinlinden nicholasshaff briangraz joelcoen ethancoen johncameron grantheslov jameswhitak robertgraf,55
